,source,target,level,color,hovercolor,path,ocrevus,label,value
135,27,30,4,"rgba(0,255,0,0.2)","rgba(0,255,0,1.0)",START-->YES-->Thomas Jefferson University Hospital-->NO-->YES-->NO,0,START-->YES-->Thomas Jefferson University Hospital-->NO-->YES-->NO,4
136,27,30,4,"rgba(0,255,0,0.2)","rgba(0,255,0,1.0)",START-->YES-->Thomas Jefferson University Hospital-->NO-->YES-->N/A,0,START-->YES-->Thomas Jefferson University Hospital-->NO-->YES-->N/A,2
137,27,30,4,"rgba(0,255,0,0.2)","rgba(0,255,0,1.0)",START-->YES-->Temple Health-->NO-->YES-->NO,0,START-->YES-->Temple Health-->NO-->YES-->NO,1
138,27,30,4,"rgba(0,255,0,0.2)","rgba(0,255,0,1.0)",START-->YES-->St. Luke's University Health Network-->NO-->YES-->YES,0,START-->YES-->St. Luke's University Health Network-->NO-->YES-->YES,1
139,27,30,4,"rgba(0,255,0,0.2)","rgba(0,255,0,1.0)",START-->YES-->St. Luke's University Health Network-->NO-->YES-->NO,0,START-->YES-->St. Luke's University Health Network-->NO-->YES-->NO,1
140,27,30,4,"rgba(0,255,0,0.2)","rgba(0,255,0,1.0)",START-->YES-->St. Luke's University Health Network-->NO-->YES-->N/A,0,START-->YES-->St. Luke's University Health Network-->NO-->YES-->N/A,1
141,28,31,4,"rgba(255,128,0,0.2)","rgba(255,128,0,1.0)",START-->YES-->Penn Princeton-->SOME-->SOME-->NO,0,START-->YES-->Penn Princeton-->SOME-->SOME-->NO,1
142,26,30,4,"rgba(0,255,0,0.2)","rgba(0,255,0,1.0)",START-->YES-->Penn Doylestown-->YES-->YES-->NO,0,START-->YES-->Penn Doylestown-->YES-->YES-->NO,1
143,27,30,4,"rgba(0,255,0,0.25)","rgba(0,255,0,1.0)",START-->YES-->Other Yale-->NO-->YES-->NO,1,START-->YES-->Other Yale-->NO-->YES-->NO,1
144,27,30,4,"rgba(0,255,0,0.2)","rgba(0,255,0,1.0)",START-->YES-->Other St. Christopher's Hospital-->NO-->YES-->N/A,0,START-->YES-->Other St. Christopher's Hospital-->NO-->YES-->N/A,1
145,26,30,4,"rgba(0,255,0,0.2)","rgba(0,255,0,1.0)",START-->YES-->Other SJRA-->YES-->YES-->NO,0,START-->YES-->Other SJRA-->YES-->YES-->NO,1
146,27,30,4,"rgba(0,255,0,0.2)","rgba(0,255,0,1.0)",START-->YES-->Other NYU-->NO-->YES-->NO,0,START-->YES-->Other NYU-->NO-->YES-->NO,1
147,26,32,4,"rgba(255,0,0,0.2)","rgba(255,0,0,1.0)",START-->YES-->Other Larchmont Imaging-->YES-->NO-->NO,0,START-->YES-->Other Larchmont Imaging-->YES-->NO-->NO,1
148,27,32,4,"rgba(255,0,0,0.2)","rgba(255,0,0,1.0)",START-->YES-->Other Crozer-->NO-->NO-->YES,0,START-->YES-->Other Crozer-->NO-->NO-->YES,1
149,27,32,4,"rgba(255,0,0,0.2)","rgba(255,0,0,1.0)",START-->YES-->Other - unknown-->NO-->NO-->YES,0,START-->YES-->Other - unknown-->NO-->NO-->YES,1
150,27,30,4,"rgba(0,255,0,0.2)","rgba(0,255,0,1.0)",START-->YES-->Other - Upper Dublin MRI-->NO-->YES-->NO,0,START-->YES-->Other - Upper Dublin MRI-->NO-->YES-->NO,1
151,26,32,4,"rgba(255,0,0,0.2)","rgba(255,0,0,1.0)",START-->YES-->Other (Doylestown)-->YES-->NO-->NO,0,START-->YES-->Other (Doylestown)-->YES-->NO-->NO,1
152,26,30,4,"rgba(0,255,0,0.2)","rgba(0,255,0,1.0)",START-->YES-->Other (Chester County Hospital)-->YES-->YES-->NO,0,START-->YES-->Other (Chester County Hospital)-->YES-->YES-->NO,1
153,26,30,4,"rgba(0,255,0,0.25)","rgba(0,255,0,1.0)",START-->YES-->Other-->YES-->YES-->NO,1,START-->YES-->Other-->YES-->YES-->NO,3
154,26,32,4,"rgba(255,0,0,0.25)","rgba(255,0,0,1.0)",START-->YES-->Other-->YES-->NO-->NO,1,START-->YES-->Other-->YES-->NO-->NO,1
155,27,30,4,"rgba(0,255,0,0.2)","rgba(0,255,0,1.0)",START-->YES-->Other-->NO-->YES-->N/A,0,START-->YES-->Other-->NO-->YES-->N/A,1
156,27,32,4,"rgba(255,0,0,0.2)","rgba(255,0,0,1.0)",START-->YES-->Other-->NO-->NO-->YES,0,START-->YES-->Other-->NO-->NO-->YES,1
157,26,30,4,"rgba(0,255,0,0.2)","rgba(0,255,0,1.0)",START-->YES-->Main Line Health-->YES-->YES-->NO,0,START-->YES-->Main Line Health-->YES-->YES-->NO,1
158,28,30,4,"rgba(0,255,0,0.2)","rgba(0,255,0,1.0)",START-->YES-->Main Line Health-->SOME-->YES-->NO,0,START-->YES-->Main Line Health-->SOME-->YES-->NO,1
159,27,30,4,"rgba(0,255,0,0.25)","rgba(0,255,0,1.0)",START-->YES-->Main Line Health-->NO-->YES-->NO,1,START-->YES-->Main Line Health-->NO-->YES-->NO,2
160,27,30,4,"rgba(0,255,0,0.2)","rgba(0,255,0,1.0)",START-->YES-->Main Line Health-->NO-->YES-->N/A,0,START-->YES-->Main Line Health-->NO-->YES-->N/A,1
161,27,30,4,"rgba(0,255,0,0.25)","rgba(0,255,0,1.0)",START-->YES-->Lehigh Valley Health Network-->NO-->YES-->YES,1,START-->YES-->Lehigh Valley Health Network-->NO-->YES-->YES,1
162,26,30,4,"rgba(0,255,0,0.4)","rgba(0,255,0,1.0)",START-->YES-->HUP/PCAM/Presby/Pennsy-->YES-->YES-->NO,4,START-->YES-->HUP/PCAM/Presby/Pennsy-->YES-->YES-->NO,19
163,26,30,4,"rgba(0,255,0,0.4)","rgba(0,255,0,1.0)",START-->YES-->HUP/PCAM/Presby/Pennsy-->YES-->YES-->N/A,4,START-->YES-->HUP/PCAM/Presby/Pennsy-->YES-->YES-->N/A,9
164,26,33,4,"rgba(150,150,150,0.2)","rgba(150,150,150,1.0)",START-->YES-->HUP/PCAM/Presby/Pennsy-->YES-->N/A-->NO,0,START-->YES-->HUP/PCAM/Presby/Pennsy-->YES-->N/A-->NO,1
165,27,31,4,"rgba(255,128,0,0.2)","rgba(255,128,0,1.0)",START-->YES-->Geisinger and Other-->NO-->SOME-->NO,0,START-->YES-->Geisinger and Other-->NO-->SOME-->NO,1
166,27,32,4,"rgba(255,0,0,0.25)","rgba(255,0,0,1.0)",START-->NO-->Tower Health-->NO-->NO-->YES,1,START-->NO-->Tower Health-->NO-->NO-->YES,1
167,29,33,4,"rgba(150,150,150,0.30000000000000004)","rgba(150,150,150,1.0)",START-->NO-->Other-->N/A-->N/A-->N/A,2,START-->NO-->Other-->N/A-->N/A-->N/A,8
168,29,33,4,"rgba(150,150,150,0.55)","rgba(150,150,150,1.0)",START-->NO-->N/A-->N/A-->N/A-->N/A,7,START-->NO-->N/A-->N/A-->N/A-->N/A,12
169,26,30,4,"rgba(0,255,0,0.2)","rgba(0,255,0,1.0)",START-->NO-->HUP/PCAM/Presby/Pennsy-->YES-->YES-->NO,0,START-->NO-->HUP/PCAM/Presby/Pennsy-->YES-->YES-->NO,1
170,27,32,4,"rgba(255,0,0,0.25)","rgba(255,0,0,1.0)",START-->NO-->HUP/PCAM/Presby/Pennsy-->NO-->NO-->NO,1,START-->NO-->HUP/PCAM/Presby/Pennsy-->NO-->NO-->NO,1
171,29,33,4,"rgba(150,150,150,0.4)","rgba(150,150,150,1.0)",START-->NO-->HUP/PCAM/Presby/Pennsy-->N/A-->N/A-->N/A,4,START-->NO-->HUP/PCAM/Presby/Pennsy-->N/A-->N/A-->N/A,5
172,30,34,5,"rgba(150,150,150,0.2)","rgba(150,150,150,1.0)",START-->YES-->Virtua Health-->YES-->YES-->N/A,0,START-->YES-->Virtua Health-->YES-->YES-->N/A,1
173,30,35,5,"rgba(255,0,0,0.2)","rgba(255,0,0,1.0)",START-->YES-->Tower Health-->YES-->YES-->NO,0,START-->YES-->Tower Health-->YES-->YES-->NO,1
174,30,35,5,"rgba(255,0,0,0.25)","rgba(255,0,0,1.0)",START-->YES-->Tower Health-->NO-->YES-->NO,1,START-->YES-->Tower Health-->NO-->YES-->NO,3
175,30,35,5,"rgba(255,0,0,0.2)","rgba(255,0,0,1.0)",START-->YES-->Thomas Jefferson University Hospital-->YES-->YES-->NO,0,START-->YES-->Thomas Jefferson University Hospital-->YES-->YES-->NO,2
176,30,36,5,"rgba(0,255,0,0.2)","rgba(0,255,0,1.0)",START-->YES-->Thomas Jefferson University Hospital-->SOME-->YES-->YES,0,START-->YES-->Thomas Jefferson University Hospital-->SOME-->YES-->YES,1
177,30,36,5,"rgba(0,255,0,0.25)","rgba(0,255,0,1.0)",START-->YES-->Thomas Jefferson University Hospital-->NO-->YES-->YES,1,START-->YES-->Thomas Jefferson University Hospital-->NO-->YES-->YES,2
178,30,35,5,"rgba(255,0,0,0.2)","rgba(255,0,0,1.0)",START-->YES-->Thomas Jefferson University Hospital-->NO-->YES-->NO,0,START-->YES-->Thomas Jefferson University Hospital-->NO-->YES-->NO,4
179,30,34,5,"rgba(150,150,150,0.2)","rgba(150,150,150,1.0)",START-->YES-->Thomas Jefferson University Hospital-->NO-->YES-->N/A,0,START-->YES-->Thomas Jefferson University Hospital-->NO-->YES-->N/A,2
180,30,35,5,"rgba(255,0,0,0.2)","rgba(255,0,0,1.0)",START-->YES-->Temple Health-->NO-->YES-->NO,0,START-->YES-->Temple Health-->NO-->YES-->NO,1
181,30,36,5,"rgba(0,255,0,0.2)","rgba(0,255,0,1.0)",START-->YES-->St. Luke's University Health Network-->NO-->YES-->YES,0,START-->YES-->St. Luke's University Health Network-->NO-->YES-->YES,1
182,30,35,5,"rgba(255,0,0,0.2)","rgba(255,0,0,1.0)",START-->YES-->St. Luke's University Health Network-->NO-->YES-->NO,0,START-->YES-->St. Luke's University Health Network-->NO-->YES-->NO,1
183,30,34,5,"rgba(150,150,150,0.2)","rgba(150,150,150,1.0)",START-->YES-->St. Luke's University Health Network-->NO-->YES-->N/A,0,START-->YES-->St. Luke's University Health Network-->NO-->YES-->N/A,1
184,31,35,5,"rgba(255,0,0,0.2)","rgba(255,0,0,1.0)",START-->YES-->Penn Princeton-->SOME-->SOME-->NO,0,START-->YES-->Penn Princeton-->SOME-->SOME-->NO,1
185,30,35,5,"rgba(255,0,0,0.2)","rgba(255,0,0,1.0)",START-->YES-->Penn Doylestown-->YES-->YES-->NO,0,START-->YES-->Penn Doylestown-->YES-->YES-->NO,1
186,30,35,5,"rgba(255,0,0,0.25)","rgba(255,0,0,1.0)",START-->YES-->Other Yale-->NO-->YES-->NO,1,START-->YES-->Other Yale-->NO-->YES-->NO,1
187,30,34,5,"rgba(150,150,150,0.2)","rgba(150,150,150,1.0)",START-->YES-->Other St. Christopher's Hospital-->NO-->YES-->N/A,0,START-->YES-->Other St. Christopher's Hospital-->NO-->YES-->N/A,1
188,30,35,5,"rgba(255,0,0,0.2)","rgba(255,0,0,1.0)",START-->YES-->Other SJRA-->YES-->YES-->NO,0,START-->YES-->Other SJRA-->YES-->YES-->NO,1
189,30,35,5,"rgba(255,0,0,0.2)","rgba(255,0,0,1.0)",START-->YES-->Other NYU-->NO-->YES-->NO,0,START-->YES-->Other NYU-->NO-->YES-->NO,1
190,32,35,5,"rgba(255,0,0,0.2)","rgba(255,0,0,1.0)",START-->YES-->Other Larchmont Imaging-->YES-->NO-->NO,0,START-->YES-->Other Larchmont Imaging-->YES-->NO-->NO,1
191,32,36,5,"rgba(0,255,0,0.2)","rgba(0,255,0,1.0)",START-->YES-->Other Crozer-->NO-->NO-->YES,0,START-->YES-->Other Crozer-->NO-->NO-->YES,1
192,32,36,5,"rgba(0,255,0,0.2)","rgba(0,255,0,1.0)",START-->YES-->Other - unknown-->NO-->NO-->YES,0,START-->YES-->Other - unknown-->NO-->NO-->YES,1
193,30,35,5,"rgba(255,0,0,0.2)","rgba(255,0,0,1.0)",START-->YES-->Other - Upper Dublin MRI-->NO-->YES-->NO,0,START-->YES-->Other - Upper Dublin MRI-->NO-->YES-->NO,1
194,32,35,5,"rgba(255,0,0,0.2)","rgba(255,0,0,1.0)",START-->YES-->Other (Doylestown)-->YES-->NO-->NO,0,START-->YES-->Other (Doylestown)-->YES-->NO-->NO,1
195,30,35,5,"rgba(255,0,0,0.2)","rgba(255,0,0,1.0)",START-->YES-->Other (Chester County Hospital)-->YES-->YES-->NO,0,START-->YES-->Other (Chester County Hospital)-->YES-->YES-->NO,1
196,30,35,5,"rgba(255,0,0,0.25)","rgba(255,0,0,1.0)",START-->YES-->Other-->YES-->YES-->NO,1,START-->YES-->Other-->YES-->YES-->NO,3
197,32,35,5,"rgba(255,0,0,0.25)","rgba(255,0,0,1.0)",START-->YES-->Other-->YES-->NO-->NO,1,START-->YES-->Other-->YES-->NO-->NO,1
198,30,34,5,"rgba(150,150,150,0.2)","rgba(150,150,150,1.0)",START-->YES-->Other-->NO-->YES-->N/A,0,START-->YES-->Other-->NO-->YES-->N/A,1
199,32,36,5,"rgba(0,255,0,0.2)","rgba(0,255,0,1.0)",START-->YES-->Other-->NO-->NO-->YES,0,START-->YES-->Other-->NO-->NO-->YES,1
200,30,35,5,"rgba(255,0,0,0.2)","rgba(255,0,0,1.0)",START-->YES-->Main Line Health-->YES-->YES-->NO,0,START-->YES-->Main Line Health-->YES-->YES-->NO,1
201,30,35,5,"rgba(255,0,0,0.2)","rgba(255,0,0,1.0)",START-->YES-->Main Line Health-->SOME-->YES-->NO,0,START-->YES-->Main Line Health-->SOME-->YES-->NO,1
202,30,35,5,"rgba(255,0,0,0.25)","rgba(255,0,0,1.0)",START-->YES-->Main Line Health-->NO-->YES-->NO,1,START-->YES-->Main Line Health-->NO-->YES-->NO,2
203,30,34,5,"rgba(150,150,150,0.2)","rgba(150,150,150,1.0)",START-->YES-->Main Line Health-->NO-->YES-->N/A,0,START-->YES-->Main Line Health-->NO-->YES-->N/A,1
204,30,36,5,"rgba(0,255,0,0.25)","rgba(0,255,0,1.0)",START-->YES-->Lehigh Valley Health Network-->NO-->YES-->YES,1,START-->YES-->Lehigh Valley Health Network-->NO-->YES-->YES,1
205,30,35,5,"rgba(255,0,0,0.4)","rgba(255,0,0,1.0)",START-->YES-->HUP/PCAM/Presby/Pennsy-->YES-->YES-->NO,4,START-->YES-->HUP/PCAM/Presby/Pennsy-->YES-->YES-->NO,19
206,30,34,5,"rgba(150,150,150,0.4)","rgba(150,150,150,1.0)",START-->YES-->HUP/PCAM/Presby/Pennsy-->YES-->YES-->N/A,4,START-->YES-->HUP/PCAM/Presby/Pennsy-->YES-->YES-->N/A,9
207,33,35,5,"rgba(255,0,0,0.2)","rgba(255,0,0,1.0)",START-->YES-->HUP/PCAM/Presby/Pennsy-->YES-->N/A-->NO,0,START-->YES-->HUP/PCAM/Presby/Pennsy-->YES-->N/A-->NO,1
208,31,35,5,"rgba(255,0,0,0.2)","rgba(255,0,0,1.0)",START-->YES-->Geisinger and Other-->NO-->SOME-->NO,0,START-->YES-->Geisinger and Other-->NO-->SOME-->NO,1
209,32,36,5,"rgba(0,255,0,0.25)","rgba(0,255,0,1.0)",START-->NO-->Tower Health-->NO-->NO-->YES,1,START-->NO-->Tower Health-->NO-->NO-->YES,1
210,33,34,5,"rgba(150,150,150,0.30000000000000004)","rgba(150,150,150,1.0)",START-->NO-->Other-->N/A-->N/A-->N/A,2,START-->NO-->Other-->N/A-->N/A-->N/A,8
211,33,34,5,"rgba(150,150,150,0.55)","rgba(150,150,150,1.0)",START-->NO-->N/A-->N/A-->N/A-->N/A,7,START-->NO-->N/A-->N/A-->N/A-->N/A,12
212,30,35,5,"rgba(255,0,0,0.2)","rgba(255,0,0,1.0)",START-->NO-->HUP/PCAM/Presby/Pennsy-->YES-->YES-->NO,0,START-->NO-->HUP/PCAM/Presby/Pennsy-->YES-->YES-->NO,1
213,32,35,5,"rgba(255,0,0,0.25)","rgba(255,0,0,1.0)",START-->NO-->HUP/PCAM/Presby/Pennsy-->NO-->NO-->NO,1,START-->NO-->HUP/PCAM/Presby/Pennsy-->NO-->NO-->NO,1
214,33,34,5,"rgba(150,150,150,0.4)","rgba(150,150,150,1.0)",START-->NO-->HUP/PCAM/Presby/Pennsy-->N/A-->N/A-->N/A,4,START-->NO-->HUP/PCAM/Presby/Pennsy-->N/A-->N/A-->N/A,5
